No,Name Autobot,Team,Klasifikasi,Kategori,Fungsi,Tugas,Tujuan,Links autobuilder
1673,Custom GPT - Bot Corporate Governance Policy Management,Lumina,Kebijakan & Kebijakan Perusahaan,Kebijakan & Kebijakan Perusahaan,Mengelola kebijakan tata kelola perusahaan,"Menyusun, memantau, dan mengevaluasi kebijakan tata kelola",Menjamin prinsip-prinsip tata kelola yang baik,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e273-a3c0-8332-88a6-90149241d2b9
1674,Custom GPT - Bot Legal & Regulatory Policy Mapping,Lumina,Kebijakan & Kebijakan Perusahaan,Kebijakan & Kebijakan Perusahaan,Memetakan kebijakan hukum dan regulasi,Menyusun peta kebijakan yang memadai sesuai regulasi yang berlaku,Menjamin kesesuaian kebijakan perusahaan dengan hukum,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e2b4-246c-832f-ab7d-835ec4f64f29
1675,Custom GPT - Bot Policy Document Version Control,Lumina,Kebijakan & Kebijakan Perusahaan,Kebijakan & Kebijakan Perusahaan,Mengelola versi dokumen kebijakan perusahaan,Memastikan setiap perubahan kebijakan terdokumentasi dengan baik,Menjamin akurasi dan keberlanjutan dokumen kebijakan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e2ba-1b14-8333-beb3-ab613c6108ce
1676,Custom GPT - Bot Policy Training & Awareness Bot,Lumina,Kebijakan & Kebijakan Perusahaan,Kebijakan & Kebijakan Perusahaan,Memberikan pelatihan dan kesadaran tentang kebijakan,Mengatur program pelatihan untuk meningkatkan kesadaran kebijakan,Memastikan karyawan memahami dan mengikuti kebijakan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e2c6-50a0-8326-8eae-dd226b306fef
1677,Custom GPT - Bot Global Policy Standardization Tracker,Lumina,Kebijakan & Kebijakan Perusahaan,Kebijakan & Kebijakan Perusahaan,Memantau dan memastikan kebijakan global distandarisasi,Mengelola standar kebijakan perusahaan di berbagai lokasi,Menjamin konsistensi kebijakan perusahaan di seluruh dunia,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e2cd-1314-8326-b9ad-199824b8a546
1678,Custom GPT - Bot Legal Risk Mitigation Policy Advisor,Lumina,Kebijakan & Kebijakan Perusahaan,Kebijakan & Kebijakan Perusahaan,Memberikan saran mitigasi risiko hukum,Menyusun kebijakan yang memitigasi risiko hukum perusahaan,Mengurangi potensi risiko hukum dalam operasi perusahaan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e2d5-ae44-8324-a048-160fc55e2d9b
1679,Custom GPT - Bot Company Code of Conduct Generator,Lumina,Kebijakan & Kebijakan Perusahaan,Kebijakan & Kebijakan Perusahaan,Membuat kode etik perusahaan,Menghasilkan kode etik perusahaan yang jelas dan aplikatif,Menjamin perilaku yang etis di dalam perusahaan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e42a-9ce0-8331-9b2b-bf6a7b47fed8
1680,Custom GPT - Bot Policy Evaluation & Feedback System,Lumina,Kebijakan & Kebijakan Perusahaan,Kebijakan & Kebijakan Perusahaan,Mengumpulkan umpan balik dan mengevaluasi kebijakan,Mengumpulkan data dan analisis terkait kebijakan yang diterapkan,Menjamin kebijakan perusahaan terus berkembang dan relevan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e434-df14-8323-9f37-8500533651b1
1681,Custom GPT - Bot External Policy Updates Monitoring Bot,Lumina,Kebijakan & Kebijakan Perusahaan,Kebijakan & Kebijakan Perusahaan,Memantau pembaruan kebijakan eksternal,Mengelola pembaruan kebijakan yang berasal dari luar perusahaan,Menjamin perusahaan selalu memperbarui kebijakannya dengan regulasi luar,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e43c-900c-832c-83f5-f70c8fc0b157
1682,Custom GPT - Bot Internal Audit Management Bot,Lumina,Audit & Pengawasan,Audit & Pengawasan,Mengelola audit internal,Mengatur dan melaksanakan audit internal yang berkaitan dengan kepatuhan,Menjamin transparansi dan integritas dalam operasional perusahaan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e444-cc28-8328-8e01-4fd2b1d03275
1683,Custom GPT - Bot External Audit Coordination System,Lumina,Audit & Pengawasan,Audit & Pengawasan,Mengatur koordinasi audit eksternal,Mengelola hubungan dengan auditor eksternal dan menyiapkan materi audit,Memastikan kelancaran audit eksternal dan kepatuhan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e44b-5964-832a-b6ab-24404f732bea
1684,Custom GPT - Bot Compliance Audit Checklist Generator,Lumina,Audit & Pengawasan,Audit & Pengawasan,Menyusun daftar periksa audit kepatuhan,Menyediakan template daftar periksa audit untuk memastikan kepatuhan,Memudahkan pelaksanaan audit kepatuhan yang sistematis,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e451-0ea0-8327-bc36-048041f2b50a
1685,Custom GPT - Bot Audit Trail Logging System,Lumina,Audit & Pengawasan,Audit & Pengawasan,Mencatat jejak audit dan aktivitas terkait,Menyimpan catatan detail terkait dengan audit yang dilakukan,Memastikan akuntabilitas dan integritas dalam proses audit,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e461-c108-832d-b0df-90bec1ebee14
1686,Custom GPT - Bot Risk-Based Audit Planning Bot,Lumina,Audit & Pengawasan,Audit & Pengawasan,Merencanakan audit berbasis risiko,Mengidentifikasi area yang memerlukan perhatian lebih dalam audit,Menjamin audit dilakukan berdasarkan prioritas risiko,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e468-f530-8332-b316-c7afa8ec503c
1687,Custom GPT - Bot Financial Audit System,Lumina,Audit & Pengawasan,Audit & Pengawasan,Memeriksa dan memastikan audit keuangan perusahaan,Melakukan pemeriksaan terkait laporan keuangan dan kepatuhan,Menjamin transparansi dalam laporan keuangan perusahaan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e46e-fe4c-8322-9a47-967a2fa445b1
1688,Custom GPT - Bot Performance Audit Tracker,Lumina,Audit & Pengawasan,Audit & Pengawasan,Melacak kinerja audit dan hasil evaluasi,Memantau dan melaporkan kemajuan audit kinerja,Menjamin efektivitas audit yang dilakukan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e47b-3fa0-8328-8014-3571a8ca3030
1689,Custom GPT - Bot Audit Result Reporting System,Lumina,Audit & Pengawasan,Audit & Pengawasan,Menyusun laporan hasil audit,Membuat laporan audit yang akurat dan jelas,Memberikan informasi yang jelas tentang hasil audit,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e482-8600-8331-a613-c6abde264e55
1690,Custom GPT - Bot Operational Audit Monitor,Lumina,Audit & Pengawasan,Audit & Pengawasan,Mengawasi audit operasional perusahaan,Memastikan semua proses operasional sesuai standar,Memastikan kepatuhan dan efisiensi operasional,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e48a-24e8-832f-b4ce-cb60829ac099
1691,Custom GPT - Bot Fraud Prevention & Detection Audit Bot,Lumina,Audit & Pengawasan,Audit & Pengawasan,Mendeteksi potensi kecurangan dalam organisasi,Memantau dan mencegah potensi kecurangan,Menjaga integritas dan kepercayaan perusahaan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer
1692,Custom GPT - Bot Audit Data Analysis & Insights,Lumina,Audit & Pengawasan,Audit & Pengawasan,Menganalisis data audit dan memberikan wawasan,Memproses dan menganalisis hasil audit untuk keputusan lebih lanjut,Mengidentifikasi temuan kritis dan perbaikan yang diperlukan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e990-aab4-8328-aacd-44a58a9e0df6
1693,Custom GPT - Bot Regulatory Audit Tracker,Lumina,Audit & Pengawasan,Audit & Pengawasan,Memantau audit terkait regulasi,Melacak dan memastikan semua audit regulasi diikuti dengan benar,Memastikan kepatuhan terhadap regulasi yang berlaku,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e995-dc10-832c-a3c5-e2aab7ace6d2
1694,Custom GPT - Bot Financial Statement Audit Assistant,Lumina,Audit & Pengawasan,Audit & Pengawasan,Mendukung audit laporan keuangan perusahaan,Membantu proses audit laporan keuangan,Memastikan laporan keuangan sesuai dengan standar audit,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e99d-ff4c-8332-82ae-89d4b2833b17
1695,Custom GPT - Bot Audit Report Generator,Lumina,Audit & Pengawasan,Audit & Pengawasan,Menghasilkan laporan audit secara otomatis,Menyusun laporan audit yang lengkap dan sistematis,Memberikan hasil audit yang jelas dan dapat dipertanggungjawabkan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e9a4-2c00-8321-b191-1c330edd6664
1696,Custom GPT - Bot Audit Process Automation Bot,Lumina,Audit & Pengawasan,Audit & Pengawasan,Mengotomatisasi proses audit internal,Mengotomatiskan prosedur audit untuk efisiensi,Meningkatkan efisiensi dan akurasi proses audit,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e9a9-f4ac-8333-b5d6-2566ec0f6bf4
1697,Custom GPT - Bot Government Relations Tracker,Lumina,Hubungan Eksternal & Mitra Regulasi,Hubungan Eksternal & Mitra Regulasi,Memantau hubungan dengan badan pemerintahan,Mencatat interaksi dengan pihak pemerintah,Menjaga hubungan yang baik dengan pihak pemerintah,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e9ba-7278-832c-bd0f-7c585b62bb4b
1698,Custom GPT - Bot Regulatory Bodies Communication System,Lumina,Hubungan Eksternal & Mitra Regulasi,Hubungan Eksternal & Mitra Regulasi,Memfasilitasi komunikasi dengan badan regulasi,Memastikan komunikasi dengan badan regulasi berjalan lancar,Menjaga transparansi dan kejelasan dalam komunikasi regulasi,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e9c1-e0dc-8322-bb12-856fd291be63
1699,Custom GPT - Bot External Legal Counsel Management,Lumina,Hubungan Eksternal & Mitra Regulasi,Hubungan Eksternal & Mitra Regulasi,Mengelola hubungan dengan penasihat hukum eksternal,Berkoordinasi dengan penasihat hukum eksternal,Menjamin pengelolaan kasus hukum yang efektif,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e9c8-0fcc-832d-997f-9730f7e38098
1700,Custom GPT - Bot Regulatory Partnership Development Bot,Lumina,Hubungan Eksternal & Mitra Regulasi,Hubungan Eksternal & Mitra Regulasi,Mengembangkan kemitraan dengan pihak regulator,Mencari peluang kemitraan dengan pihak regulator,Meningkatkan kolaborasi dengan pihak regulator,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e9d4-4e80-8330-b72e-b8b248e3f3aa
1701,Custom GPT - Bot Compliance Reporting System for Regulatory Partners,Lumina,Hubungan Eksternal & Mitra Regulasi,Hubungan Eksternal & Mitra Regulasi,Melaporkan kepatuhan kepada mitra regulasi,Menyusun laporan kepatuhan untuk mitra regulasi,Menjamin transparansi dalam pelaporan kepatuhan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e9db-7314-832b-8c5c-bc41bd839f11
1702,Custom GPT - Bot Industry Associations Relationship Tracker,Lumina,Hubungan Eksternal & Mitra Regulasi,Hubungan Eksternal & Mitra Regulasi,Melacak hubungan dengan asosiasi industri,Memantau dan menjaga hubungan dengan asosiasi industri,Menjaga hubungan yang baik dengan asosiasi industri,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882e9e3-2a68-832c-9b9f-92ea85632922
1703,Custom GPT - Bot Regulatory Update Alerts System,Lumina,Hubungan Eksternal & Mitra Regulasi,Hubungan Eksternal & Mitra Regulasi,Memberikan pemberitahuan terkait pembaruan regulasi,Memantau dan memberi informasi tentang pembaruan regulasi,Memastikan perusahaan selalu terinformasi tentang perubahan regulasi,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882eb37-2114-8330-975d-59e8acbd6da2
1704,Custom GPT - Bot Public Policy Engagement System,Lumina,Hubungan Eksternal & Mitra Regulasi,Hubungan Eksternal & Mitra Regulasi,Meningkatkan keterlibatan dengan kebijakan publik,Melakukan kegiatan advokasi terkait kebijakan publik,Memastikan kebijakan publik yang sesuai dengan perusahaan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882eb41-3488-8330-814d-82d0c4f47b8a
1705,Custom GPT - Bot Legal Affairs External Communication Bot,Lumina,Hubungan Eksternal & Mitra Regulasi,Hubungan Eksternal & Mitra Regulasi,Mengelola komunikasi urusan hukum eksternal,Mengatur komunikasi dengan pihak eksternal terkait masalah hukum,Meningkatkan kejelasan komunikasi hukum eksternal,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882eb49-4e00-8322-9bc6-37c648e9a2a0
1706,Custom GPT - Bot Partner Compliance Check System,Lumina,Hubungan Eksternal & Mitra Regulasi,Hubungan Eksternal & Mitra Regulasi,Memastikan mitra perusahaan mematuhi regulasi,Memeriksa kepatuhan mitra terhadap peraturan yang berlaku,Menjaga hubungan yang sah dan patuh hukum dengan mitra,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882eb51-31c8-8321-88a5-28b6f0b45c7c
1707,Custom GPT - Bot Certification & Licensing Authorities Tracker,Lumina,Hubungan Eksternal & Mitra Regulasi,Hubungan Eksternal & Mitra Regulasi,Melacak izin dan sertifikasi dari badan yang berwenang,Memantau status izin dan sertifikasi yang diperlukan perusahaan,Menjamin kepatuhan perusahaan terhadap regulasi sertifikasi,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882eb57-c0a0-8326-8a82-26d65cdb73c0
1708,Custom GPT - Bot Government Policy Monitoring Bot,Lumina,Hubungan Eksternal & Mitra Regulasi,Hubungan Eksternal & Mitra Regulasi,Memantau kebijakan pemerintah yang relevan,Menyusun laporan terkait kebijakan pemerintah yang berpengaruh,Memastikan perusahaan menyesuaikan diri dengan kebijakan pemerintah,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882eb5d-3470-832f-a5a2-91805ef9e5c0
1709,Custom GPT - Bot Public & Private Sector Collaboration Tracker,Lumina,Hubungan Eksternal & Mitra Regulasi,Hubungan Eksternal & Mitra Regulasi,Melacak kolaborasi sektor publik dan swasta,Memfasilitasi dan memonitor kerjasama antara sektor publik dan swasta,Meningkatkan kolaborasi antara publik dan sektor swasta,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882eb6d-cb00-8322-80f9-7de2af7826f3
1710,Custom GPT - Bot Legal & Regulatory Advocacy System,Lumina,Hubungan Eksternal & Mitra Regulasi,Hubungan Eksternal & Mitra Regulasi,Mengembangkan strategi advokasi hukum dan regulasi,Menyusun dan melaksanakan rencana advokasi hukum,Mempengaruhi kebijakan regulasi sesuai kepentingan perusahaan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882eb75-5638-8332-9a93-6a320f98d545
1711,Custom GPT - Bot Lobbying & Legislative Engagement Bot,Lumina,Hubungan Eksternal & Mitra Regulasi,Hubungan Eksternal & Mitra Regulasi,Berperan dalam kegiatan lobi legislatif,Mengatur dan menjalankan strategi lobi untuk kepentingan perusahaan,Mempengaruhi pembuatan undang-undang yang menguntungkan perusahaan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882eb7b-3e00-8323-887a-afab9b5c757c
1712,Custom GPT - Bot Data Privacy & Security Policy Bot,Lumina,Perlindungan Data & Keamanan Hukum,Perlindungan Data & Keamanan Hukum,Menyusun kebijakan perlindungan data dan keamanan,Mengembangkan dan mengimplementasikan kebijakan perlindungan data,Menjamin kepatuhan terhadap perlindungan data yang aman,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882eb87-a214-8327-91bf-832a4a5908b4
1713,Custom GPT - Bot Legal Data Compliance Monitoring,Lumina,Perlindungan Data & Keamanan Hukum,Perlindungan Data & Keamanan Hukum,Memantau kepatuhan terhadap hukum perlindungan data,Mengawasi kepatuhan terhadap kebijakan perlindungan data,Menjamin kepatuhan terhadap peraturan perlindungan data,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882eb8e-f810-8322-a8dd-e351c97446f0
1714,Custom GPT - Bot GDPR & Data Protection Compliance Tracker,Lumina,Perlindungan Data & Keamanan Hukum,Perlindungan Data & Keamanan Hukum,Memastikan kepatuhan terhadap GDPR dan perlindungan data,Mengelola kepatuhan terhadap regulasi GDPR dan perlindungan data,Menjaga standar privasi data sesuai hukum Eropa,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6882eb96-6d40-8333-ba36-e31e184f2fd2
1715,Custom GPT - Bot Data Encryption & Protection Guidelines,Lumina,Perlindungan Data & Keamanan Hukum,Perlindungan Data & Keamanan Hukum,Memberikan panduan terkait enkripsi dan perlindungan data,Menyusun pedoman terkait keamanan dan enkripsi data,Meningkatkan keamanan data perusahaan melalui enkripsi,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/68830cd9-e534-8333-a9e5-d001412770e8
1716,Custom GPT - Bot Privacy Impact Assessment Bot,Lumina,Perlindungan Data & Keamanan Hukum,Perlindungan Data & Keamanan Hukum,Menilai dampak kebijakan privasi terhadap data pribadi,Melakukan evaluasi terhadap kebijakan privasi yang ada,Menjaga agar kebijakan privasi tidak merugikan pengguna data,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/68830ce4-9140-8330-91d7-980eb997e08f
1717,Custom GPT - Bot Sensitive Data Handling Policy Generator,Lumina,Perlindungan Data & Keamanan Hukum,Perlindungan Data & Keamanan Hukum,Membuat kebijakan penanganan data sensitif,Mengembangkan kebijakan untuk menangani data sensitif dengan aman,Menjamin keamanan data sensitif di perusahaan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/68830cec-11a4-8328-936d-73e6ce7002f9
1718,Custom GPT - Bot Data Breach Risk Management System,Lumina,Perlindungan Data & Keamanan Hukum,Perlindungan Data & Keamanan Hukum,Mengelola risiko kebocoran data,Mendeteksi dan mengelola risiko kebocoran data,Mengurangi dampak kebocoran data pada perusahaan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/68830cf4-5244-8325-85eb-034a2d9d2a68
1719,Custom GPT - Bot Legal Data Storage & Retention Tracker,Lumina,Perlindungan Data & Keamanan Hukum,Perlindungan Data & Keamanan Hukum,Memastikan penyimpanan dan penghapusan data yang sesuai,Memantau kepatuhan terhadap kebijakan penyimpanan dan penghapusan data,Menjamin perlindungan data yang aman sesuai hukum,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/68830cfa-8b48-8320-b899-f3517eef6394
1720,Custom GPT - Bot Data Rights & Access Compliance Bot,Lumina,Perlindungan Data & Keamanan Hukum,Perlindungan Data & Keamanan Hukum,Memantau kepatuhan hak akses data,Mengelola kepatuhan terhadap hak akses data pribadi,Menjamin akses data hanya untuk pihak yang sah,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/68830d00-6d78-8320-a28d-cc74795dcc79
